Ratings,Comment,Reviews
4,Value-for-money,"This is one of the best mobile. Since I’m using this phone from last 24 hours and I personally feel that it’s a complete packet. It contains everything, yes its display is bit smaller but you don’t feel if you are comfortable with small phones. The A13 chip set is playing its best role. I personally feel that it’s good for normal person. Not for heavy gamers.READ MORE"
4,Worth the money,"After one month of use  finding it very nice and good product.exploring new features of ios 14 every day.the photos and selfies are awesome even with a single camera. In short any anyone who wishes to have a  power packed, sturdy ,reliable and "" Virus free"" long lasting  phone. Iphone SE 2020 is a better alternative .READ MORE"
5,Just wow!,"Ek number foneSwitched from Oneplus 6T to iphoneMajje aagye Now after using it for a month when i take oneplus in my hand it feels so big in size . I’m all day mobile user in this period of lockdown so have to charge battery 2 times a day ! But the battery backup is 11-12 hrs while using it to fullest with Bluetooth, wifi and mobile data on. If I charge 100% fone in the morning then it can easily go till 8 pm in night with full day use Apple music is so nice that all other music app fee...READ MORE"
5,Must buy!,"A device that will last for atleast 5 years with the latest softwares at your disposal. A camera you can always trust about its consistency. Very compact . Battery is good, no matter what people say, if you are not gaming or not shooting videos for hours and hours, battery is solid with exceptional standby. Last but not the least, Flipkart was amazing with its services. At every stage. Thank youREAD MORE"
5,Brilliant,"Phone is absolutely beast in terms of performance and camera. But there are certain things before purchasing an IPhone verses an android phoneFollowing are major differences between IOS and android:1. Calling interface of iOS is very old. contacts, dialer and recent calls all are in separate tab. One can not get the contact by directly typing on dialer as like an android phone.2. Sim selection process for iOS is very difficult. For first time calls are always placed through assigned prima...READ MORE"
5,Terrific purchase,Its a great product. Would have given more than 5 star for the performance. Camera quality is much better than 20MP . And it operates at lighting fast pace. The only small minus point is battery. A but as i am a moderate user its perfectly fine for me. Great product as usual from apple.🙌🏻READ MORE
5,Super!,"If battery will be ok, the entireIndia will buy this se 2020. All other brand will be failled in India and other parts of world.As a senior citizen I feel it is easy to handle, waitless andI proud to have a super engine.READ MORE"
5,Fabulous!,I ordered the Red colored iPhone SE on 2-Jun. Flipkart gave date of delivery on 7-Jun but due to lockdown it got delayed by 3 days and I received on 10-Jun. Good effort by Flipkart during such challenging times.The looks and feel of the phone is a class apart compared to other Android phones I have used in the past. The colour is awesome and hard to take your eyes off. The Product RED written at the back adds to its esthetic.It is easier on the grip being smaller and even with a back cove...READ MORE
5,Classy product,Very cute phone and performance upto the standards of an Apple product. Great value for money but may not be liked by those who watch videos and do gaming with current day larger display phones. A great product all in all.READ MORE
5,Simply awesome,"Best budget iphone you could buy, i really recommend to those who are Android users and doesn't want to spend much but still want to experience Iphone. Go for it. yeah people will say its battery is bad. If you are using it for long it definitly will not last long. But if you use it as secondary phone its a good chooice.READ MORE"
5,Perfect product!,"I find it best phone in this size and price category. Display, camera, speed all is good, battery life may not look good if you are an extensive user of phone. On an average 2-3 hours of daily screen time, battery lasts for 2 days in one full charge, which is good enough for me. This size of phone gives comfortable feeling n grip in hand so i find it best.READ MORE"
5,Excellent,"Shooting in 4K is like very cinematic. I get a screen time of 6 hours. I use Instagram, some trading apps and switching on hotspot gives a decent battery. Just go for it if you want to buy. Add on 20W charger to your cart. It charges 50% in 30 min.. Super cool to use this little monster..READ MORE"
5,Simply awesome,"Breathtaking. Smooth Performance. Amazing Camera and video performance. Dual Sim. Smooth Networks. Ideal for first time Android users, who are doing the switch. Battery Backup is decent. Will last for a day, for a moderate user. Buy it for the A13 Bionic. You won't regret.READ MORE"
5,Worth every penny,It's budget phone overall is the best only bantery backup is not god but if u then 4k video watching or shooting it's best option for 4k videos loverREAD MORE
4,Delightful,"A very great phone for the price. I got it for 24,000 in the sale. The delivery was on time, the box was not at all damaged. A genuine product from apple and flipkart. Only issue is the battery backup but pther than that, the phone is a complete beast!Camera quality is superb with a tough design.Must buy!READ MORE"
